Country,Region,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,Yorkshire and The Humber,male,2024-09-01,25155,27921,30429,30041,31423,32664,33625,36351,35688,35492,35357,38057,37910,38307,36736,38650,35839,36448,34982,36472,36507,35097,35682,37621,39812,40951,42864,41644,43325,42520,43973,44867,45059,46991,44004,45193,44405,43189,44865,42366,43027,42017,40203,42484,41885,37398,34253,35468,34679,35948,35722,37467,41413,40490,39713,41116,39134,39463,39299,41775,38916,38975,36993,36425,33975,32508,32595,31680,27731,27359,28716,24616,25203,24761,25203,23839,28358,28724,15295,21214,17038,16326,11491,11226,11152,10248,9051,7770,6565,5201,4208,3298,2680,1937,1485,2815
England,Yorkshire and The Humber,persons,2024-09-01,48868,54063,59438,58859,61885,62971,66530,69774,69279,69304,70280,74694,73555,74622,71274,75032,70730,70878,69871,72111,72896,70044,71959,76280,80244,80326,82371,81657,83756,81541,84804,87909,88328,92109,84610,90066,88642,85124,87189,82705,82846,80214,78755,82912,80550,72688,65120,68216,65988,70237,69222,73150,82367,79391,79101,81252,78445,79014,78414,81460,77845,77625,73877,71996,68916,65558,65783,64355,56391,56073,56465,51556,51338,50964,53607,49762,60842,61543,33940,44741,36230,35559,26713,25662,25327,24276,21392,19302,16360,13942,11296,9165,7633,6057,4494,10492
England,East Midlands,female,2024-10-01,20400,22932,25147,24454,26341,26535,27704,29669,30177,29879,29947,31937,31959,32028,30979,31827,30699,29943,29969,29090,31545,29626,31005,31909,32231,32585,33797,33860,33070,34849,35260,36136,38629,38219,37588,36785,38777,36717,36996,35890,36075,34622,33966,35841,35058,33022,28214,30280,28235,32337,30014,33756,36268,34734,36431,36683,35771,35704,35923,37053,35982,35206,33727,32241,32539,29773,30048,27970,25627,26177,25995,25078,24897,23140,25648,23830,28658,29435,18505,22581,20026,18386,13681,13193,13267,12316,11270,9726,8994,7422,6240,5404,4427,3702,2868,7259
England,East Midlands,male,2024-10-01,21332,23927,25729,26080,27501,27742,29508,31054,31341,32313,30723,33233,33908,33154,33082,34143,32432,32086,31643,30622,32524,31427,31824,33025,33720,34743,34678,34321,35237,35662,35867,39548,39066,39818,39136,39909,38390,37144,38702,36866,37712,35963,35191,38858,37021,33496,30918,31935,30808,33044,31493,33937,37766,35730,36799,36499,36817,35833,37332,36816,35507,35641,33903,33102,30945,29717,28284,27758,25025,24572,25206,22883,23060,21810,25281,20432,26392,26524,16879,19801,16843,16282,10837,10756,10553,9319,8036,6926,5981,4742,3902,3254,2578,1877,1401,2702
England,East Midlands,persons,2024-10-01,41933,46572,50881,50254,53583,54038,57312,60260,61819,61325,60512,65258,65778,65642,63745,65430,63096,61868,61700,59097,64143,60991,62458,64646,65088,67114,67984,68121,68156,69998,71676,75286,77120,77849,76761,76305,77328,74694,76227,72803,73660,70830,69320,74906,72060,66143,59159,62571,58644,65882,61802,67576,73772,70319,72940,73766,72258,72470,73333,73981,71001,70608,67546,65746,63622,59214,58307,56456,51098,50622,51449,47742,47938,45220,51128,44411,55022,56761,35353,42472,36707,34721,24563,23678,23705,21784,19316,16715,14998,12138,10139,8660,6990,5580,4267,10042
England,East of England,female,2024-10-01,28201,29310,35777,33332,35126,36058,37487,39342,40556,39908,39567,43675,41856,42357,41505,42621,41389,39329,36642,35078,34559,31863,36044,37745,38362,40335,41223,42175,43381,45185,45847,48234,49526,51573,50136,52676,51255,50426,50515,48296,48894,46702,46875,50331,48368,44733,40771,42186,41154,43334,41637,44194,46465,44832,45413,46394,45734,45821,47238,48113,44382,44857,40794,43247,39561,38719,36798,36251,33897,33883,34144,32027,31156,30331,34812,28770,37641,42482,25057,29219,25009,25278,17443,17720,18356,17021,15317,14166,12477,10481,8969,7958,6937,5487,4472,11245
England,East of England,male,2024-10-01,29631,31237,37986,35393,37549,38017,40513,40932,41857,42741,41527,44605,45047,44810,42795,44564,43825,41980,39554,39174,35776,35300,37416,37748,40230,42745,44762,43519,44762,46188,46815,49744,50108,53243,49919,53776,53440,51338,52372,49384,50832,47817,49515,52083,50935,45829,43403,46142,42255,46166,44078,45206,49483,45526,47555,47073,45638,46852,48168,47190,45540,44956,42731,41020,39302,38037,36467,34929,31566,30690,30905,28933,29103,27873,29408,26523,33825,34982,21511,26587,20983,21736,13802,13250,13816,13115,11559,9980,8575,7007,5820,4758,3781,3005,2111,4218
England,East of England,persons,2024-10-01,57337,60589,74120,68293,72603,74430,77962,80361,82630,82737,80851,88201,86905,86883,83759,87104,85393,81367,76267,74487,67876,67184,73549,75442,79254,83356,86543,85862,88198,90102,93691,97442,99703,104839,100178,106406,104821,101600,102857,97701,99879,94571,96451,102417,100070,90705,84154,88666,82874,90096,85689,89490,95814,90516,92404,93378,91320,92578,94227,95773,89757,89579,84805,84516,79004,76700,73572,69762,65773,64808,64562,62146,60894,58274,64036,55458,71538,78385,46711,55469,45802,47029,31553,31340,32510,30217,26970,24447,21045,17711,14755,12640,10708,8633,6739,15449
England,London,female,2024-10-01,44711,47524,53384,52496,53564,53909,56522,59201,58641,57313,58182,61165,61123,59706,61055,63122,60072,58367,54670,59056,61241,65145,72367,89305,100700,106941,110338,112457,114015,109224,108933,112912,106024,108093,104282,108144,100240,97083,96754,91679,87452,87219,83466,86097,83327,76575,71828,71240,68290,69870,63212,65614,60634,64262,60670,62952,59756,59027,59032,57132,56725,53899,48320,50300,46203,43478,41301,39786,37085,35791,33160,33170,28867,29240,29735,27285,30510,31411,22791,22920,19702,21003,14973,15728,15586,14956,13082,11809,10765,8750,7473,6692,5523,4774,3538,9958
England,London,male,2024-10-01,47173,50365,56305,53169,55746,56319,58314,59929,62387,60515,60020,64381,61989,64820,62824,63754,64400,60758,57176,60013,61433,61932,68334,77912,83541,95208,99499,105244,108255,106180,108644,111708,111167,115514,114535,116130,112350,110019,110659,104186,103590,102524,98160,101394,97704,91110,85171,83919,81106,81461,75751,75569,72355,73248,67682,69758,66025,62128,61779,61091,60020,55596,48775,51419,45234,44148,40368,39056,35142,33268,29618,28702,26297,25875,25309,22577,25681,26272,16756,18758,15782,15555,11017,11357,11604,10446,9007,8056,6719,5530,4802,4007,3148,2479,1892,3869
England,London,persons,2024-10-01,91866,96343,109675,105660,109383,110200,114763,118797,120953,116996,117113,125500,123661,124413,124377,126512,124472,119062,111730,119572,122989,127048,141095,166932,184236,202105,209552,217985,222273,216240,217239,224780,217087,222702,219008,224070,212778,206178,207178,196212,191485,189675,181744,187870,180826,167392,156710,154057,148621,151858,137865,140971,132422,136897,128456,132553,125933,124008,120909,117924,116773,110161,97146,103189,92266,87335,81847,78738,72343,69048,62474,62071,55049,54902,55218,50010,56213,57976,39782,41667,35202,36359,25731,27587,27514,25513,22026,19803,17504,14384,12238,10676,8680,7388,5358,13887
England,North East,female,2024-10-01,10644,12122,13024,12590,13505,13895,14251,15763,15125,15360,14640,16563,16100,16349,15602,16573,15764,16148,16758,17087,17518,17083,16775,18133,18101,17589,18664,18921,18725,17697,19260,19894,19734,20560,19264,20092,19928,19710,19904,19116,17964,18090,18552,18643,18370,17243,13903,15933,14976,15874,15573,16561,20009,18443,18579,18670,19396,19370,20225,20049,20431,20231,19658,18564,18682,18915,17929,17248,15735,14918,15604,14703,14730,13119,14543,13308,16039,17107,10478,12089,9878,9068,7211,7815,7420,7199,6789,5553,5074,4440,3496,3203,2485,2140,1478,3628
England,North East,male,2024-10-01,11409,12842,13606,13210,14299,14695,15090,16351,16138,16058,16668,17362,17401,17454,16728,17094,16472,16667,17323,16913,17859,16908,17341,17675,18319,19421,20147,20275,20295,19886,20265,21622,21510,22400,20114,21554,21832,20387,21546,19789,19858,19127,18682,19034,20088,18105,15174,15517,16117,17309,16152,17355,20346,19017,18663,19070,18658,19227,19821,20307,19637,20264,18918,18298,18313,16915,17643,17157,14709,14764,15011,13824,13154,12770,13249,12401,14239,14924,8903,10791,8357,7419,5814,5780,5644,5118,4423,3812,3172,2647,2095,1789,1269,1058,732,1361
England,North East,persons,2024-10-01,22428,24680,26806,25693,27958,28438,29146,32087,31494,31149,30972,33856,33805,33690,32243,33686,32353,32945,34531,34098,35510,34259,33964,35476,36455,36964,38817,38883,39079,37499,39388,41196,41397,42981,39025,41680,41662,40153,41847,38491,37827,37289,37118,37641,38454,35089,29173,31262,31159,33362,31962,33938,40167,37468,37240,37788,37913,38435,40388,40400,39869,40428,38800,36957,36573,36304,35536,34575,30532,30188,30561,28492,27827,26082,27519,25696,30321,31914,19565,22762,18137,16359,13163,13540,13037,12305,11097,9738,8253,7028,5257,4994,3281,3514,2210,4987
England,North West,female,2024-10-01,31701,36692,41372,38561,42339,42440,43898,47303,46575,47162,48091,50086,50147,49374,48497,48810,47640,47855,47015,48552,47764,46445,48389,53431,52260,55187,52763,55727,56306,55111,56401,59208,58704,63589,58272,61600,60847,57660,59722,56403,56542,55940,52952,56472,54056,48170,44254,44174,44872,47467,44730,48803,54556,52206,53161,53682,52040,52121,53896,55159,53861,53594,51675,49188,47555,45130,44296,44167,39539,37747,38411,36420,36073,35494,37699,33026,41966,41000,28037,30377,27627,26158,20094,20069,19648,17983,16950,14965,12823,10961,8725,7726,6610,5171,3971,9830
England,North West,male,2024-10-01,34404,39514,42624,40598,43955,44441,45974,49513,49750,49706,49540,52853,52201,52220,50356,52388,50899,50926,49235,49071,49032,47162,48633,51146,52460,57822,56625,56607,57595,58080,58838,60383,62641,66786,61045,62078,64741,60052,62909,59527,60035,58713,56967,58799,59512,51481,47577,48433,49152,50856,48974,51621,57492,55582,55263,56019,54050,53993,54462,57864,54852,54444,52704,51050,47411,44112,45591,42349,37804,36662,37645,34476,33432,33328,34055,31024,39460,35300,23642,26659,23394,21847,16054,14991,14719,13584,11905,9993,8758,6655,5054,4419,3481,2585,1750,3710
England,North West,persons,2024-10-01,66214,76345,84422,78898,86711,87009,89997,96715,96351,96713,97758,103011,102273,101526,100017,100771,98604,98241,96332,97769,96780,93531,98157,104546,104263,112384,108985,112672,113682,113090,115420,119445,121488,130639,119421,123036,125873,116617,122481,115880,116603,114962,109822,115384,113207,98364,92350,92836,93924,98693,93750,100397,111933,108254,107720,109363,106282,106009,108577,113085,109187,107891,104672,100295,94988,89706,89739,86655,76955,74082,76691,72640,68810,68749,72283,64366,80932,76533,51953,56955,51173,47909,36119,34622,34750,31489,28981,24974,21622,18149,13684,11967,10098,7785,5720,13530
England,South East,female,2024-10-01,38759,43202,50332,48149,49713,52465,52401,57339,57282,58001,57268,62390,61738,63008,61208,62534,61927,59422,56016,52822,53324,51219,54767,58778,62470,59668,61287,61164,62777,62727,64405,69876,70617,75573,71220,76004,74000,72460,73721,70591,71352,70860,69433,74291,72858,66301,61805,63634,60503,66387,61814,66163,69957,66255,66901,69137,67924,67221,67641,69473,67846,65601,62557,61706,57689,56951,55199,52162,48461,48941,49349,45581,46475,43815,48838,44822,53920,60163,37939,41433,37919,37282,26002,25621,27438,25581,22822,20391,17656,16571,13055,12199,10199,9033,6726,17268
England,South East,male,2024-10-01,40728,45228,52710,49972,52883,55355,55372,60475,59555,60630,59501,66230,66478,65885,64104,65627,66194,63335,60854,57451,57256,52364,55019,56308,61100,63583,63508,62243,64134,65756,64372,70252,68897,72764,71478,75715,76753,71683,75057,70979,71520,72842,71599,76341,75006,70410,64213,64639,65294,69116,63492,67662,71470,68005,67934,69893,68393,67343,70152,70820,68224,65063,63139,60520,58699,54564,54215,51580,46132,46491,44842,42521,42235,39705,40989,38245,47702,52245,31749,35291,32336,30362,20790,20014,20668,18499,16299,15071,12203,10302,8247,7020,5690,4320,3137,6585
England,South East,persons,2024-10-01,78954,88429,103610,97779,102599,107983,107668,117931,116014,119010,117083,128670,127460,129082,124851,127629,128011,123529,116330,110477,111124,105230,109226,115755,123428,123520,124454,124544,128303,128210,128797,140011,138445,149001,142660,151678,150852,144722,149339,141129,142780,144055,140892,150751,147794,136842,126104,128513,125810,135625,125163,134020,141369,135285,133772,137774,135681,135053,137590,140386,136087,130790,126372,122445,116920,111561,109625,102538,95116,95411,94192,88927,87950,84130,89575,83903,101462,113345,69564,76537,70132,67467,47560,45375,48099,44083,39139,36054,29850,26787,21083,19061,15901,13648,9797,23802
England,South West,female,2024-10-01,20329,21877,27517,25586,27259,27745,29440,31129,30919,32584,32282,34133,35530,33566,33747,34867,34255,34642,34362,35408,36613,34272,33234,34514,35386,35299,36092,36294,35933,37904,38313,40408,39866,42038,39825,42803,42038,40452,41003,39529,38794,38708,37792,40403,39162,36603,33157,34676,32721,36326,35218,37588,42122,39876,41506,40715,41766,43430,43894,44779,43756,42862,41652,40628,39371,37980,36818,36219,32546,33981,34816,31965,32412,31419,32848,32166,39358,40277,25161,30393,26760,25579,18802,18284,18304,17024,15465,13549,12245,10601,9245,8098,6867,5667,4470,11451
England,South West,male,2024-10-01,21195,23877,29082,25659,29435,29414,30866,32672,33120,33472,33111,37234,36642,36972,35151,36667,35981,34786,34743,34224,35645,34146,33349,34349,35369,37275,38161,38117,37173,39216,39486,40573,41249,42336,40587,42956,42349,40879,40993,39158,39428,39751,38713,41008,40050,37098,33727,33905,33204,36054,36598,38331,42209,39036,41547,40435,41403,42034,43078,44179,43077,42308,40219,41366,38286,36347,35538,35701,31910,31005,31458,29049,30591,27646,31320,26723,36655,35783,23737,26098,22871,22424,14981,14534,14433,13059,11734,10426,8558,7004,5788,4832,3771,3023,2166,4358
England,South West,persons,2024-10-01,41932,45886,56874,50911,56841,56868,60385,63545,64093,66139,65223,71435,71659,71240,69053,71722,70165,69633,69077,70463,71855,69497,66423,68814,70691,72641,74575,74043,73295,77001,77618,80752,81758,85208,80692,85676,84217,81023,81876,78921,78393,78435,76344,81367,79566,73314,66979,68301,65560,73010,71660,75721,84392,78632,83180,81218,82920,85634,86921,89018,86815,85161,82239,81970,77679,74220,72052,71254,64403,64681,67069,62160,62695,59259,64062,59073,76070,76404,48226,56553,49417,48003,34294,33111,32726,30051,27212,23950,20834,18229,14772,12902,10609,8697,6639,15789
England,West Midlands,female,2024-10-01,27585,32121,33051,33416,34717,35677,37538,39623,38171,39382,39722,41971,42835,40665,39875,40980,40296,38827,39321,39334,37183,36275,39943,40668,41853,43936,43309,45349,44194,45125,45079,46835,47287,48574,48188,48889,48667,46811,47118,45306,44297,45035,41943,45668,44936,38443,36119,36907,36346,37974,36623,37705,43087,42271,42125,42595,41838,41355,43119,42486,40972,40933,39849,37984,35447,34644,33968,33278,30418,29274,30948,29106,28430,27499,28487,27416,32731,32174,21760,26219,23778,22745,17078,16263,15733,15448,13777,12584,11262,8884,7505,6703,5871,4862,3718,8764
England,West Midlands,male,2024-10-01,29743,33605,34817,34258,37176,37635,38437,41203,40521,41650,42172,44635,44277,43080,41857,43462,42824,41403,41673,40818,41469,39734,40168,41233,44212,43241,46234,46234,46001,45581,46801,48268,49559,52991,49749,51215,50551,49468,50155,48151,47282,48224,43689,49275,47255,42399,39846,39434,40343,40806,40399,42156,45355,44543,45458,45220,44379,44464,42450,43534,42055,41565,40691,38695,36101,35050,33477,32365,29248,29000,29064,28072,25507,25014,26914,24154,28658,28380,19004,22357,20495,18997,13442,12277,12874,11417,10200,9035,7330,5876,4713,3818,3137,2446,1754,3638
England,West Midlands,persons,2024-10-01,57258,64623,68249,67461,72144,73142,75625,80647,78811,80357,82186,87191,87052,83813,80704,84210,83126,80072,80671,80269,79285,76140,80487,81954,85429,86927,89377,91506,90054,90514,92294,95110,96714,101616,98000,100067,98652,96354,97436,93253,91260,93345,85842,95006,92114,80923,76113,76454,76729,79222,77055,79591,88311,86702,87732,87764,86048,85322,85567,86176,83127,82508,80476,76759,71345,69656,67359,65320,59592,58555,60056,57088,54175,52534,55438,52028,61632,60825,40802,48480,43932,41759,30231,28361,29042,26937,23925,21533,18574,15157,12142,10598,8975,7205,5448,12459
England,Yorkshire and The Humber,female,2024-10-01,23787,26355,28443,28722,30570,30975,32797,33587,33694,33733,34776,36951,35838,36467,35062,36218,34795,34346,36333,36548,36898,35208,37206,38763,40756,39647,40058,40188,40471,39467,40713,43883,42974,45367,40891,44963,43911,41871,42675,40483,39818,38081,38650,40584,38927,35838,30372,32524,31194,34480,33275,35394,40365,38616,39608,39881,38667,38923,38966,39986,39089,38849,37052,35533,35234,33162,33451,32709,28869,28700,28467,26758,26339,25988,27764,25289,32314,32999,18556,24120,19653,19187,15098,14773,14703,14106,12352,11369,9667,8854,7109,5863,4973,4124,3009,7730
England,Yorkshire and The Humber,male,2024-10-01,25051,27836,30493,29980,31379,32667,33534,36436,35710,35510,35296,38110,37951,38391,36783,38859,35886,36683,36378,37147,36841,35304,36019,37907,40022,41148,43033,41747,43500,42560,44060,44916,45148,47182,44059,45299,44509,43223,45023,42443,43202,42143,40189,42651,42160,37579,34254,35473,34582,35961,35533,37287,41417,40486,39670,41161,39035,39407,39273,41890,38953,39090,37046,36558,34040,32524,32748,31826,27729,27337,28839,24551,25162,24732,25135,23633,28330,29331,15004,21403,17078,16513,11477,11217,11173,10275,9072,7802,6590,5226,4229,3310,2696,1946,1489,2831
England,Yorkshire and The Humber,persons,2024-10-01,48719,53812,59587,58737,61827,62878,66453,69888,69296,69353,70212,74824,73628,74785,71325,75409,70925,71231,72999,73689,73648,70638,72985,77061,80707,80781,82659,81916,84080,81519,84925,88062,88526,92538,84584,90310,88925,85270,87534,82927,83113,80390,78773,83305,81063,73018,65114,68241,65773,70269,68807,72769,82421,79395,79041,81357,78386,79051,78403,81610,77967,77838,73966,72201,69044,65578,66072,64654,56399,56019,56565,51562,51203,50812,53486,49312,60852,62827,33374,45093,36303,35897,26729,25609,25361,24335,21418,19381,16418,14012,11335,9184,7667,6078,4501,10540
England,East Midlands,female,2024-11-01,20411,22873,25226,24397,26319,26493,27670,29694,30237,29882,29945,31991,32017,32097,31002,31907,30813,30056,30166,29226,31787,29640,31066,32042,32318,32721,33916,34011,33115,34893,35278,36160,38786,38316,37672,36801,38953,36818,37100,35974,36185,34709,33998,35946,35265,33272,28190,30305,28062,32394,29802,33707,36232,34702,36468,36695,35791,35712,35921,37146,36069,35322,33800,32308,32672,29812,30181,28002,25612,26196,25981,25031,24910,23011,25587,23614,28642,29972,18323,22667,20142,18545,13663,13175,13306,12320,11301,9740,9022,7432,6253,5412,4428,3710,2863,7267
England,East Midlands,male,2024-11-01,21377,23846,25741,26041,27481,27708,29469,31121,31387,32408,30673,33279,34001,33194,33145,34274,32516,32214,31917,30782,32693,31515,31873,33108,33827,34828,34709,34345,35254,35647,35826,39669,39127,39931,39204,40015,38486,37144,38831,36891,37833,36046,35157,39081,37263,33667,30924,31964,30731,33056,31320,33814,37805,35697,36813,36492,36840,35789,37364,36890,35526,35780,33998,33239,31020,29816,28349,27850,25009,24564,25263,22802,23035,21656,25403,20144,26381,26986,16747,19924,16912,16487,10812,10745,10575,9324,8039,6940,6000,4749,3912,3266,2577,1881,1411,2701
England,East Midlands,persons,2024-11-01,42010,46420,50973,50133,53525,53945,57265,60301,61956,61354,60448,65361,65918,65785,63787,65587,63298,62099,62320,59438,64565,61080,62518,64835,65193,67332,68081,68256,68208,69977,71691,75390,77285,78025,76892,76390,77617,74871,76508,72931,73877,71023,69337,75275,72509,66521,59162,62640,58366,65979,61423,67394,73731,70247,72971,73840,72261,72519,73361,74106,71053,70817,67697,66008,63838,59337,58519,56651,51114,50597,51551,47620,47885,44992,51232,43937,54993,57822,35037,42717,36879,35087,24521,23624,23762,21806,19352,16747,15048,12151,10161,8682,6986,5592,4274,10058
England,East of England,female,2024-11-01,28275,29057,35945,33298,35120,35978,37421,39349,40685,39896,39465,43803,41952,42462,41549,42785,41576,39493,36484,35073,34659,31768,36224,37846,38389,40471,41295,42259,43476,45265,45898,48264,49586,51752,50189,52863,51392,50588,50663,48370,49065,46682,46840,50553,48592,44933,40775,42225,41117,43395,41507,44131,46463,44806,45394,46403,45706,45800,47320,48277,44386,44976,40757,43506,39636,38834,36853,36362,33909,33924,34224,31985,31070,30183,34916,28287,37455,43358,24911,29388,25050,25530,17384,17672,18400,17025,15334,14215,12507,10481,8961,7962,6958,5496,4483,11275
England,East of England,male,2024-11-01,29741,31037,38177,35350,37523,37967,40511,40896,41902,42804,41460,44695,45158,44953,42842,44704,44036,42174,39666,39292,35806,35345,37573,37766,40292,42852,44924,43590,44835,46249,46849,49841,50160,53497,49851,53974,53676,51445,52591,49415,50992,47778,49519,52280,51192,45910,43424,46284,42136,46285,44012,45093,49566,45452,47584,47051,45539,46835,48256,47250,45627,45099,42801,41180,39387,38170,36553,35038,31569,30668,30929,28844,29084,27782,29341,26151,33722,35580,21319,26816,21016,22002,13765,13160,13825,13125,11579,9991,8597,7011,5829,4774,3787,3012,2114,4230
England,East of England,persons,2024-11-01,57465,60158,74534,68170,72571,74327,77901,80337,82828,82814,80650,88439,87088,87086,83817,87408,85806,81708,76242,74624,67809,67119,73912,75568,79377,83666,86820,86028,88358,90138,93849,97528,99826,105256,100186,106785,105211,101889,103261,97834,100227,94543,96409,102863,100628,90982,84184,88877,82693,90319,85486,89324,95898,90423,92368,93371,91181,92515,94292,96052,89782,89826,84946,84953,79169,76943,73728,69844,65846,64833,64601,61993,60910,58054,64107,54630,71259,79989,46385,55858,45873,47558,31464,31224,32574,30241,27015,24537,21095,17732,14752,12657,10732,8663,6773,15487
England,London,female,2024-11-01,44802,47227,53505,52416,53509,53813,56436,59241,58717,57297,58097,61198,61234,59727,61188,63381,60318,58712,54709,59477,61648,65719,73592,90143,101343,107675,110976,113027,114622,109459,109078,113276,106004,108095,104204,108507,100359,97209,96986,91871,87458,87274,83438,86364,83726,76833,71936,71425,68386,70230,63187,65719,60466,64381,60614,63086,59744,59089,59066,57166,56865,54057,48305,50518,46343,43590,41401,39944,37160,35885,33221,33303,28772,29187,29774,27122,30580,31894,22834,23017,19675,21191,14910,15689,15581,14986,13095,11855,10803,8750,7469,6694,5526,4781,3547,9986
England,London,male,2024-11-01,47149,50082,56469,53002,55695,56217,58229,59817,62504,60475,59906,64457,61953,64986,62890,63924,64724,61052,57151,60207,61744,62171,68939,78431,83748,95662,99727,105667,108700,106201,108793,111901,111191,115567,114619,116383,112535,110152,110881,104245,103669,102623,98183,101695,98096,91394,85295,84093,81172,81749,75858,75692,72370,73399,67639,69926,66112,62094,61731,61162,60213,55779,48684,51633,45292,44304,40488,39260,35250,33399,29650,28759,26269,25888,25307,22406,25676,26700,16650,18861,15808,15682,10985,11317,11629,10455,9011,8086,6729,5526,4816,4020,3160,2487,1908,3883
England,London,persons,2024-11-01,91992,95650,109958,105429,109264,110019,114591,118698,121120,116788,116826,125619,123794,124571,124622,126914,125044,119703,111709,120283,123725,127849,142860,168255,185069,203286,210383,218979,223358,216586,217497,225322,217134,222705,218990,224680,213074,206450,207606,196508,191616,189829,181744,188474,181604,167942,156930,154244,148725,152540,137848,141161,132238,137145,128359,132835,125994,124236,120895,118002,117135,110544,97055,103732,92518,87546,82084,79082,72545,69256,62528,62231,54931,54776,55277,49732,56236,58922,39728,41878,35180,36656,25616,27538,27564,25602,22035,19875,17554,14392,12245,10696,8699,7416,5377,13937
England,North East,female,2024-11-01,10612,12100,13068,12566,13486,13890,14221,15812,15139,15366,14583,16590,16092,16357,15588,16619,15806,16265,17551,17634,17714,17166,16909,18249,18181,17607,18739,19013,18820,17678,19290,19957,19752,20671,19271,20133,19979,19747,19987,19179,17985,18110,18612,18692,18462,17397,13847,15940,14938,15858,15495,16427,20057,18445,18560,18641,19379,19349,20236,20051,20467,20279,19721,18586,18731,19001,17969,17297,15752,14884,15620,14674,14760,12996,14539,13205,16029,17472,10446,12174,9892,9106,7166,7820,7427,7211,6818,5547,5076,4460,3497,3205,2488,2149,1474,3618
England,North East,male,2024-11-01,11437,12828,13616,13180,14275,14675,15082,16368,16155,16055,16683,17383,17434,17487,16739,17127,16505,16761,18067,17320,18032,16954,17445,17741,18383,19457,20204,20330,20354,19896,20253,21667,21531,22539,20091,21621,21942,20410,21645,19808,19932,19157,18709,19052,20222,18237,15175,15475,16051,17365,16072,17260,20386,19045,18661,19056,18604,19188,19782,20334,19641,20341,18949,18319,18372,16900,17697,17236,14678,14772,15040,13812,13143,12737,13235,12313,14188,15196,8828,10893,8385,7450,5785,5775,5658,5126,4427,3820,3179,2660,2099,1788,1266,1061,735,1369
England,North East,persons,2024-11-01,22459,24624,26877,25638,27927,28413,29091,32138,31546,31121,30898,33899,33861,33723,32240,33767,32437,33168,36069,35065,35902,34402,34183,35618,36574,37011,38946,39025,39236,37484,39402,41277,41453,43234,38978,41790,41819,40219,42058,38533,37924,37353,37183,37706,38689,35359,29142,31221,31088,33420,31821,33714,40232,37490,37222,37762,37828,38359,40390,40428,39888,40550,38914,37009,36648,36417,35626,34716,30538,30215,30612,28446,27831,25960,27470,25518,30292,32532,19471,22934,18178,16414,13101,13538,13049,12322,11116,9774,8263,7055,5232,4997,3239,3555,2209,4986
England,North West,female,2024-11-01,31723,36575,41530,38448,42343,42367,43776,47387,46608,47164,48108,50189,50285,49421,48549,48880,47755,48132,47440,49047,48208,46570,48622,53768,52277,55527,52704,55913,56517,55139,56378,59253,58693,63955,58243,61778,61092,57790,59944,56468,56703,56147,52991,56768,54431,48368,44261,44098,44802,47500,44434,48606,54607,52187,53171,53726,51939,52035,53855,55217,53971,53751,51837,49297,47667,45248,44357,44372,39578,37720,38443,36330,36059,35415,37700,32631,41919,41686,27960,30518,27729,26353,20023,20042,19658,17971,16982,14997,12845,10984,8724,7722,6618,5175,3965,9832
England,North West,male,2024-11-01,34348,39493,42775,40509,43929,44377,45859,49570,49841,49739,49496,52991,52290,52330,50354,52524,51075,51219,49576,49477,49384,47278,48813,51307,52512,58176,56699,56735,57742,58135,58861,60339,62668,67146,61073,62120,65085,60185,63164,59622,60212,58865,56992,58985,59987,51673,47568,48372,49089,50884,48753,51400,57528,55591,55217,56061,53974,53922,54356,58016,54921,54567,52879,51309,47542,44117,45871,42517,37808,36636,37693,34423,33296,33272,33993,30706,39567,35809,23537,26786,23473,22028,16018,14943,14720,13612,11940,10001,8790,6656,5037,4440,3480,2592,1751,3706
England,North West,persons,2024-11-01,66203,76218,84761,78672,86739,86872,89805,96844,96472,96741,97737,103252,102496,101678,100171,100949,98900,98749,97121,98716,97553,93770,98763,105058,104263,113045,108969,113066,114010,113161,115440,119452,121521,131406,119439,123210,126447,116739,122918,115937,116940,115353,109870,115897,114075,98625,92417,92734,93778,98770,93224,99978,112004,108268,107631,109442,106125,105823,108438,113292,109401,108198,105025,100667,95238,89840,90065,87076,76966,73998,77068,72732,68564,68607,72239,63725,80940,77745,51780,57220,51387,48281,36000,34506,34803,31505,29061,25011,21680,18219,13656,11977,10105,7799,5716,13533
